[13:39:38.687][INFO] Build Start Time: 2019-06-12 13:39:38.684
[13:39:38.687][INFO] Execute build event handler 'PreprocessAllPlatforms'...
[13:39:39.146][INFO] Start prepare AssetBundle collection...
[13:39:39.658][INFO] Prepare AssetBundle collection complete.
[13:39:39.658][INFO] Start analyze assets dependency...
[13:39:39.797][INFO] Analyze assets dependency complete.
[13:39:39.797][INFO] Start prepare build map...
[13:39:39.977][INFO] Prepare build map complete.
[13:39:39.977][INFO] Start build AssetBundles for selected platforms...
[13:39:39.979][INFO] Start build AssetBundles for 'MacOS'...
[13:39:39.979][INFO] Working path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Working/MacOS/'.
[13:39:39.983][INFO] Output package is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Package/1_0_93/MacOS/'.
[13:39:39.983][INFO] Output full is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Full/1_0_93/MacOS/'.
[13:39:39.983][INFO] Output packed is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Packed/1_0_93/MacOS/'.
[13:39:40.075][INFO] Execute build event handler 'PreprocessPlatform' for 'MacOS'...
[13:39:40.075][INFO] Unity start build AssetBundles for 'MacOS'...
[13:39:58.335][INFO] Unity build AssetBundles for 'MacOS' complete.
[13:39:58.335][INFO] Start process 'gamescript/localization/default' for 'MacOS'...
[13:39:58.350][INFO] Process 'gamescript/localization/default' for 'MacOS' complete.
[13:39:58.350][INFO] Start process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS'...
[13:39:58.355][INFO] Process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS' complete.
[13:39:58.355][INFO] Start process 'prefab/characters/footsoldier' for 'MacOS'...
[13:39:58.382][INFO] Process 'prefab/characters/footsoldier' for 'MacOS' complete.
[13:39:58.382][INFO] Start process 'prefab/characters/footsoldierbase' for 'MacOS'...
[13:39:58.403][INFO] Process 'prefab/characters/footsoldierbase' for 'MacOS' complete.
[13:39:58.403][INFO] Start process 'prefab/characters/path' for 'MacOS'...
[13:39:58.409][INFO] Process 'prefab/characters/path' for 'MacOS' complete.
[13:39:58.409][INFO] Start process 'prefab/terrain/city' for 'MacOS'...
[13:39:58.416][INFO] Process 'prefab/terrain/city' for 'MacOS' complete.
[13:39:58.416][INFO] Start process 'prefab/terrain/ground' for 'MacOS'...
[13:39:58.420][INFO] Process 'prefab/terrain/ground' for 'MacOS' complete.
[13:39:58.421][INFO] Start process 'prefab/terrain/mountain' for 'MacOS'...
[13:39:58.425][INFO] Process 'prefab/terrain/mountain' for 'MacOS' complete.
[13:39:58.425][INFO] Start process 'prefab/terrain/water' for 'MacOS'...
[13:39:58.430][INFO] Process 'prefab/terrain/water' for 'MacOS' complete.
[13:39:58.430][INFO] Start process 'prefab/ui/createcharacter' for 'MacOS'...
[13:39:58.433][INFO] Process 'prefab/ui/createcharacter' for 'MacOS' complete.
[13:39:58.433][INFO] Start process 'prefab/ui/gameinfosettings' for 'MacOS'...
[13:39:58.437][INFO] Process 'prefab/ui/gameinfosettings' for 'MacOS' complete.
[13:39:58.437][INFO] Start process 'prefab/ui/loading' for 'MacOS'...
[13:39:58.439][INFO] Process 'prefab/ui/loading' for 'MacOS' complete.
[13:39:58.439][INFO] Start process 'prefab/ui/selectmode' for 'MacOS'...
[13:39:58.442][INFO] Process 'prefab/ui/selectmode' for 'MacOS' complete.
[13:39:58.442][INFO] Start process 'prefab/ui/startmenu' for 'MacOS'...
[13:39:58.445][INFO] Process 'prefab/ui/startmenu' for 'MacOS' complete.
[13:39:58.445][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_01' for 'MacOS'...
[13:39:58.459][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_01' for 'MacOS' complete.
[13:39:58.459][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_02' for 'MacOS'...
[13:39:58.469][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_02' for 'MacOS' complete.
[13:39:58.469][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_03' for 'MacOS'...
[13:39:58.481][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_03' for 'MacOS' complete.
[13:39:58.481][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_04' for 'MacOS'...
[13:39:58.492][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_04' for 'MacOS' complete.
[13:39:58.492][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_sandstone_01' for 'MacOS'...
[13:39:58.503][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_sandstone_01' for 'MacOS' complete.
[13:39:58.503][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_snow_01' for 'MacOS'...
[13:39:58.512][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_snow_01' for 'MacOS' complete.
[13:39:58.513][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01' for 'MacOS'...
[13:39:58.524][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01' for 'MacOS' complete.
[13:39:58.524][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_02' for 'MacOS'...
[13:39:58.534][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_02' for 'MacOS' complete.
[13:39:58.534][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_03' for 'MacOS'...
[13:39:58.544][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_03' for 'MacOS' complete.
[13:39:58.544][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_04' for 'MacOS'...
[13:39:58.555][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_04' for 'MacOS' complete.
[13:39:58.555][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_05' for 'MacOS'...
[13:39:58.567][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_05' for 'MacOS' complete.
[13:39:58.567][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_02_01' for 'MacOS'...
[13:39:58.580][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_02_01' for 'MacOS' complete.
[13:39:58.580][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01' for 'MacOS'...
[13:39:58.591][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01' for 'MacOS' complete.
[13:39:58.591][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_01' for 'MacOS'...
[13:39:58.604][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_01' for 'MacOS' complete.
[13:39:58.604][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_02' for 'MacOS'...
