[12:53:14.720][INFO] Build Start Time: 2019-05-29 12:53:14.718
[12:53:14.720][INFO] Execute build event handler 'PreprocessAllPlatforms'...
[12:53:15.363][INFO] Start prepare AssetBundle collection...
[12:53:15.902][INFO] Prepare AssetBundle collection complete.
[12:53:15.902][INFO] Start analyze assets dependency...
[12:53:16.017][INFO] Analyze assets dependency complete.
[12:53:16.017][INFO] Start prepare build map...
[12:53:16.179][INFO] Prepare build map complete.
[12:53:16.179][INFO] Start build AssetBundles for selected platforms...
[12:53:16.180][INFO] Start build AssetBundles for 'MacOS'...
[12:53:16.181][INFO] Working path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Working/MacOS/'.
[12:53:16.181][INFO] Output package is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Package/1_0_78/MacOS/'.
[12:53:16.181][INFO] Output full is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Full/1_0_78/MacOS/'.
[12:53:16.181][INFO] Output packed is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Packed/1_0_78/MacOS/'.
[12:53:16.281][INFO] Execute build event handler 'PreprocessPlatform' for 'MacOS'...
[12:53:16.281][INFO] Unity start build AssetBundles for 'MacOS'...
[12:53:26.779][INFO] Unity build AssetBundles for 'MacOS' complete.
[12:53:26.779][INFO] Start process 'gamescript/localization/default' for 'MacOS'...
[12:53:26.799][INFO] Process 'gamescript/localization/default' for 'MacOS' complete.
[12:53:26.799][INFO] Start process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS'...
[12:53:26.802][INFO] Process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS' complete.
[12:53:26.802][INFO] Start process 'prefab/characters/footsoldier' for 'MacOS'...
[12:53:26.828][INFO] Process 'prefab/characters/footsoldier' for 'MacOS' complete.
[12:53:26.828][INFO] Start process 'prefab/characters/footsoldierbase' for 'MacOS'...
[12:53:26.854][INFO] Process 'prefab/characters/footsoldierbase' for 'MacOS' complete.
[12:53:26.854][INFO] Start process 'prefab/characters/path' for 'MacOS'...
[12:53:26.858][INFO] Process 'prefab/characters/path' for 'MacOS' complete.
[12:53:26.858][INFO] Start process 'prefab/terrain/city' for 'MacOS'...
[12:53:26.863][INFO] Process 'prefab/terrain/city' for 'MacOS' complete.
[12:53:26.863][INFO] Start process 'prefab/terrain/ground' for 'MacOS'...
[12:53:26.869][INFO] Process 'prefab/terrain/ground' for 'MacOS' complete.
[12:53:26.869][INFO] Start process 'prefab/terrain/mountain' for 'MacOS'...
[12:53:26.873][INFO] Process 'prefab/terrain/mountain' for 'MacOS' complete.
[12:53:26.873][INFO] Start process 'prefab/terrain/water' for 'MacOS'...
[12:53:26.878][INFO] Process 'prefab/terrain/water' for 'MacOS' complete.
[12:53:26.878][INFO] Start process 'prefab/ui/createcharacter' for 'MacOS'...
[12:53:26.882][INFO] Process 'prefab/ui/createcharacter' for 'MacOS' complete.
[12:53:26.882][INFO] Start process 'prefab/ui/gameinfosettings' for 'MacOS'...
[12:53:26.886][INFO] Process 'prefab/ui/gameinfosettings' for 'MacOS' complete.
[12:53:26.886][INFO] Start process 'prefab/ui/loading' for 'MacOS'...
[12:53:26.890][INFO] Process 'prefab/ui/loading' for 'MacOS' complete.
[12:53:26.890][INFO] Start process 'prefab/ui/selectmode' for 'MacOS'...
[12:53:26.895][INFO] Process 'prefab/ui/selectmode' for 'MacOS' complete.
[12:53:26.895][INFO] Start process 'prefab/ui/startmenu' for 'MacOS'...
