[13:40:24.850][INFO] Build Start Time: 2019-05-29 13:40:24.847
[13:40:24.850][INFO] Execute build event handler 'PreprocessAllPlatforms'...
[13:40:25.602][INFO] Start prepare AssetBundle collection...
[13:40:26.195][INFO] Prepare AssetBundle collection complete.
[13:40:26.195][INFO] Start analyze assets dependency...
[13:40:26.401][INFO] Analyze assets dependency complete.
[13:40:26.401][INFO] Start prepare build map...
[13:40:26.572][INFO] Prepare build map complete.
[13:40:26.572][INFO] Start build AssetBundles for selected platforms...
[13:40:26.573][INFO] Start build AssetBundles for 'MacOS'...
[13:40:26.573][INFO] Working path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Working/MacOS/'.
[13:40:26.573][INFO] Output package is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Package/1_0_88/MacOS/'.
[13:40:26.574][INFO] Output full is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Full/1_0_88/MacOS/'.
[13:40:26.574][INFO] Output packed is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Packed/1_0_88/MacOS/'.
[13:40:26.657][INFO] Execute build event handler 'PreprocessPlatform' for 'MacOS'...
[13:40:26.658][INFO] Unity start build AssetBundles for 'MacOS'...
[13:40:37.173][INFO] Unity build AssetBundles for 'MacOS' complete.
[13:40:37.173][INFO] Start process 'gamescript/localization/default' for 'MacOS'...
[13:40:37.193][INFO] Process 'gamescript/localization/default' for 'MacOS' complete.
[13:40:37.193][INFO] Start process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS'...
[13:40:37.196][INFO] Process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS' complete.
[13:40:37.196][INFO] Start process 'prefab/characters/footsoldier' for 'MacOS'...
[13:40:37.224][INFO] Process 'prefab/characters/footsoldier' for 'MacOS' complete.
[13:40:37.224][INFO] Start process 'prefab/characters/footsoldierbase' for 'MacOS'...
[13:40:37.247][INFO] Process 'prefab/characters/footsoldierbase' for 'MacOS' complete.
[13:40:37.247][INFO] Start process 'prefab/characters/path' for 'MacOS'...
[13:40:37.251][INFO] Process 'prefab/characters/path' for 'MacOS' complete.
[13:40:37.251][INFO] Start process 'prefab/terrain/city' for 'MacOS'...
[13:40:37.270][INFO] Process 'prefab/terrain/city' for 'MacOS' complete.
[13:40:37.270][INFO] Start process 'prefab/terrain/ground' for 'MacOS'...
[13:40:37.274][INFO] Process 'prefab/terrain/ground' for 'MacOS' complete.
[13:40:37.274][INFO] Start process 'prefab/terrain/mountain' for 'MacOS'...
[13:40:37.278][INFO] Process 'prefab/terrain/mountain' for 'MacOS' complete.
[13:40:37.278][INFO] Start process 'prefab/terrain/water' for 'MacOS'...
[13:40:37.285][INFO] Process 'prefab/terrain/water' for 'MacOS' complete.
[13:40:37.285][INFO] Start process 'prefab/ui/createcharacter' for 'MacOS'...
[13:40:37.289][INFO] Process 'prefab/ui/createcharacter' for 'MacOS' complete.
[13:40:37.289][INFO] Start process 'prefab/ui/gameinfosettings' for 'MacOS'...
[13:40:37.293][INFO] Process 'prefab/ui/gameinfosettings' for 'MacOS' complete.
[13:40:37.293][INFO] Start process 'prefab/ui/loading' for 'MacOS'...
[13:40:37.297][INFO] Process 'prefab/ui/loading' for 'MacOS' complete.
[13:40:37.297][INFO] Start process 'prefab/ui/selectmode' for 'MacOS'...
[13:40:37.301][INFO] Process 'prefab/ui/selectmode' for 'MacOS' complete.
[13:40:37.301][INFO] Start process 'prefab/ui/startmenu' for 'MacOS'...
[13:40:37.305][INFO] Process 'prefab/ui/startmenu' for 'MacOS' complete.
[13:40:37.306][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_01' for 'MacOS'...
[13:40:37.323][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_01' for 'MacOS' complete.
[13:40:37.323][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_02' for 'MacOS'...
[13:40:37.334][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_02' for 'MacOS' complete.
[13:40:37.334][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_03' for 'MacOS'...
[13:40:37.344][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_03' for 'MacOS' complete.
[13:40:37.344][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_04' for 'MacOS'...
[13:40:37.362][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_04' for 'MacOS' complete.
[13:40:37.363][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_sandstone_01' for 'MacOS'...
[13:40:37.375][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_sandstone_01' for 'MacOS' complete.
[13:40:37.375][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_snow_01' for 'MacOS'...
[13:40:37.384][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_snow_01' for 'MacOS' complete.
[13:40:37.384][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01' for 'MacOS'...
[13:40:37.399][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01' for 'MacOS' complete.
[13:40:37.399][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_02' for 'MacOS'...
[13:40:37.410][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_02' for 'MacOS' complete.
[13:40:37.410][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_03' for 'MacOS'...
[13:40:37.422][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_03' for 'MacOS' complete.
[13:40:37.422][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_04' for 'MacOS'...
[13:40:37.431][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_04' for 'MacOS' complete.
[13:40:37.431][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_05' for 'MacOS'...
[13:40:37.443][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_05' for 'MacOS' complete.
[13:40:37.443][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_02_01' for 'MacOS'...
[13:40:37.459][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_02_01' for 'MacOS' complete.
[13:40:37.459][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01' for 'MacOS'...
[13:40:37.470][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01' for 'MacOS' complete.
[13:40:37.470][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_01' for 'MacOS'...
[13:40:37.489][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_01' for 'MacOS' complete.
[13:40:37.489][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_02' for 'MacOS'...
[13:40:37.504][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_02' for 'MacOS' complete.
[13:40:37.504][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tostone_01' for 'MacOS'...
[13:40:37.518][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tostone_01' for 'MacOS' complete.
[13:40:37.518][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tostone_02' for 'MacOS'...
[13:40:37.531][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tostone_02' for 'MacOS' complete.
[13:40:37.531][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02' for 'MacOS'...
[13:40:37.539][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02' for 'MacOS' complete.
[13:40:37.539][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02_tostone_01' for 'MacOS'...
[13:40:37.553][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02_tostone_01' for 'MacOS' complete.
[13:40:37.553][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02_tostone_02' for 'MacOS'...
[13:40:37.569][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02_tostone_02' for 'MacOS' complete.
[13:40:37.569][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grass_01' for 'MacOS'...
[13:40:37.582][INFO] Process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grass_01' for 'MacOS' complete.
[13:40:37.582][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_01' for 'MacOS'...
[13:40:37.594][INFO] Process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_01' for 'MacOS' complete.
[13:40:37.594][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_02' for 'MacOS'...
