[14:14:45.419][INFO] Build Start Time: 2019-05-29 14:14:45.416
[14:14:45.419][INFO] Execute build event handler 'PreprocessAllPlatforms'...
[14:14:46.093][INFO] Start prepare AssetBundle collection...
[14:14:46.752][INFO] Prepare AssetBundle collection complete.
[14:14:46.752][INFO] Start analyze assets dependency...
[14:14:46.923][INFO] Analyze assets dependency complete.
[14:14:46.923][INFO] Start prepare build map...
[14:14:47.080][INFO] Prepare build map complete.
[14:14:47.080][INFO] Start build AssetBundles for selected platforms...
[14:14:47.082][INFO] Start build AssetBundles for 'MacOS'...
[14:14:47.082][INFO] Working path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Working/MacOS/'.
[14:14:47.082][INFO] Output package is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Package/1_0_90/MacOS/'.
[14:14:47.082][INFO] Output full is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Full/1_0_90/MacOS/'.
[14:14:47.082][INFO] Output packed is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Packed/1_0_90/MacOS/'.
[14:14:47.171][INFO] Execute build event handler 'PreprocessPlatform' for 'MacOS'...
[14:14:47.171][INFO] Unity start build AssetBundles for 'MacOS'...
[14:14:58.884][INFO] Unity build AssetBundles for 'MacOS' complete.
[14:14:58.884][INFO] Start process 'gamescript/localization/default' for 'MacOS'...
[14:14:58.901][INFO] Process 'gamescript/localization/default' for 'MacOS' complete.
[14:14:58.901][INFO] Start process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS'...
[14:14:58.904][INFO] Process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS' complete.
[14:14:58.904][INFO] Start process 'prefab/characters/footsoldier' for 'MacOS'...
[14:14:58.927][INFO] Process 'prefab/characters/footsoldier' for 'MacOS' complete.
[14:14:58.927][INFO] Start process 'prefab/characters/footsoldierbase' for 'MacOS'...
[14:14:58.949][INFO] Process 'prefab/characters/footsoldierbase' for 'MacOS' complete.
[14:14:58.949][INFO] Start process 'prefab/characters/path' for 'MacOS'...
[14:14:58.954][INFO] Process 'prefab/characters/path' for 'MacOS' complete.
[14:14:58.954][INFO] Start process 'prefab/terrain/city' for 'MacOS'...
[14:14:58.958][INFO] Process 'prefab/terrain/city' for 'MacOS' complete.
[14:14:58.958][INFO] Start process 'prefab/terrain/ground' for 'MacOS'...
[14:14:58.963][INFO] Process 'prefab/terrain/ground' for 'MacOS' complete.
[14:14:58.963][INFO] Start process 'prefab/terrain/mountain' for 'MacOS'...
[14:14:58.968][INFO] Process 'prefab/terrain/mountain' for 'MacOS' complete.
[14:14:58.968][INFO] Start process 'prefab/terrain/water' for 'MacOS'...
[14:14:58.985][INFO] Process 'prefab/terrain/water' for 'MacOS' complete.
[14:14:58.985][INFO] Start process 'prefab/ui/createcharacter' for 'MacOS'...
[14:14:58.990][INFO] Process 'prefab/ui/createcharacter' for 'MacOS' complete.
[14:14:58.990][INFO] Start process 'prefab/ui/gameinfosettings' for 'MacOS'...
[14:14:58.994][INFO] Process 'prefab/ui/gameinfosettings' for 'MacOS' complete.
[14:14:58.994][INFO] Start process 'prefab/ui/loading' for 'MacOS'...
[14:14:58.996][INFO] Process 'prefab/ui/loading' for 'MacOS' complete.
[14:14:58.996][INFO] Start process 'prefab/ui/selectmode' for 'MacOS'...
[14:14:58.999][INFO] Process 'prefab/ui/selectmode' for 'MacOS' complete.
[14:14:58.999][INFO] Start process 'prefab/ui/startmenu' for 'MacOS'...
[14:14:59.002][INFO] Process 'prefab/ui/startmenu' for 'MacOS' complete.
[14:14:59.002][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_01' for 'MacOS'...
[14:14:59.017][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_01' for 'MacOS' complete.
[14:14:59.017][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_02' for 'MacOS'...
[14:14:59.029][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_02' for 'MacOS' complete.
[14:14:59.029][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_03' for 'MacOS'...
[14:14:59.040][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_03' for 'MacOS' complete.
[14:14:59.040][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_04' for 'MacOS'...
[14:14:59.050][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_04' for 'MacOS' complete.
[14:14:59.050][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_sandstone_01' for 'MacOS'...
[14:14:59.061][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_sandstone_01' for 'MacOS' complete.
[14:14:59.061][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_snow_01' for 'MacOS'...
[14:14:59.069][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_snow_01' for 'MacOS' complete.
[14:14:59.069][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01' for 'MacOS'...
[14:14:59.081][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01' for 'MacOS' complete.
[14:14:59.081][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_02' for 'MacOS'...
[14:14:59.091][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_02' for 'MacOS' complete.
[14:14:59.091][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_03' for 'MacOS'...
[14:14:59.101][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_03' for 'MacOS' complete.
[14:14:59.101][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_04' for 'MacOS'...
[14:14:59.111][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_04' for 'MacOS' complete.
[14:14:59.111][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_05' for 'MacOS'...
[14:14:59.122][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_05' for 'MacOS' complete.
[14:14:59.122][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_02_01' for 'MacOS'...
[14:14:59.136][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_02_01' for 'MacOS' complete.
[14:14:59.136][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01' for 'MacOS'...
[14:14:59.149][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01' for 'MacOS' complete.
[14:14:59.149][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_01' for 'MacOS'...
[14:14:59.163][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_01' for 'MacOS' complete.
[14:14:59.164][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_02' for 'MacOS'...
[14:14:59.179][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tosnow_02' for 'MacOS' complete.
[14:14:59.179][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tostone_01' for 'MacOS'...
[14:14:59.191][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tostone_01' for 'MacOS' complete.
[14:14:59.191][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tostone_02' for 'MacOS'...
[14:14:59.204][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_01_tostone_02' for 'MacOS' complete.
[14:14:59.204][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02' for 'MacOS'...
[14:14:59.212][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02' for 'MacOS' complete.
[14:14:59.212][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02_tostone_01' for 'MacOS'...
[14:14:59.224][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02_tostone_01' for 'MacOS' complete.
[14:14:59.224][INFO] Start process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02_tostone_02' for 'MacOS'...
[14:14:59.235][INFO] Process 'resources/goldenskullstudios/dirt/iso_tile_dirt_02_tostone_02' for 'MacOS' complete.
[14:14:59.236][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grass_01' for 'MacOS'...
[14:14:59.248][INFO] Process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grass_01' for 'MacOS' complete.
[14:14:59.248][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_01' for 'MacOS'...
[14:14:59.260][INFO] Process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_01' for 'MacOS' complete.
[14:14:59.260][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_02' for 'MacOS'...
[14:14:59.272][INFO] Process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_02' for 'MacOS' complete.
[14:14:59.272][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_03' for 'MacOS'...
[14:14:59.285][INFO] Process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspatch_03' for 'MacOS' complete.
[14:14:59.285][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspath_3cross_01' for 'MacOS'...
[14:14:59.297][INFO] Process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspath_3cross_01' for 'MacOS' complete.
[14:14:59.297][INFO] Start process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspath_3cross_02' for 'MacOS'...
[14:14:59.308][INFO] Process 'resources/goldenskullstudios/grass/iso_tile_dirt_01_grasspath_3cross_02' for 'MacOS' complete.
