[12:46:52.534][INFO] Build Start Time: 2019-05-29 12:46:52.531
[12:46:52.534][INFO] Execute build event handler 'PreprocessAllPlatforms'...
[12:46:53.166][INFO] Start prepare AssetBundle collection...
[12:46:53.687][INFO] Prepare AssetBundle collection complete.
[12:46:53.687][INFO] Start analyze assets dependency...
[12:46:53.838][INFO] Analyze assets dependency complete.
[12:46:53.838][INFO] Start prepare build map...
[12:46:53.984][INFO] Prepare build map complete.
[12:46:53.984][INFO] Start build AssetBundles for selected platforms...
[12:46:53.985][INFO] Start build AssetBundles for 'MacOS'...
[12:46:53.985][INFO] Working path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Working/MacOS/'.
[12:46:53.985][INFO] Output package is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Package/1_0_77/MacOS/'.
[12:46:53.985][INFO] Output full is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Full/1_0_77/MacOS/'.
[12:46:53.986][INFO] Output packed is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Packed/1_0_77/MacOS/'.
[12:46:54.078][INFO] Execute build event handler 'PreprocessPlatform' for 'MacOS'...
[12:46:54.078][INFO] Unity start build AssetBundles for 'MacOS'...
[12:47:03.785][INFO] Unity build AssetBundles for 'MacOS' complete.
[12:47:03.785][INFO] Start process 'gamescript/localization/default' for 'MacOS'...
[12:47:03.802][INFO] Process 'gamescript/localization/default' for 'MacOS' complete.
[12:47:03.802][INFO] Start process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS'...
[12:47:03.805][INFO] Process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS' complete.
[12:47:03.805][INFO] Start process 'prefab/characters/footsoldier' for 'MacOS'...
[12:47:03.829][INFO] Process 'prefab/characters/footsoldier' for 'MacOS' complete.
[12:47:03.829][INFO] Start process 'prefab/characters/footsoldierbase' for 'MacOS'...
[12:47:03.850][INFO] Process 'prefab/characters/footsoldierbase' for 'MacOS' complete.
[12:47:03.850][INFO] Start process 'prefab/characters/path' for 'MacOS'...
[12:47:03.867][INFO] Process 'prefab/characters/path' for 'MacOS' complete.
[12:47:03.867][INFO] Start process 'prefab/terrain/city' for 'MacOS'...
[12:47:03.872][INFO] Process 'prefab/terrain/city' for 'MacOS' complete.
[12:47:03.872][INFO] Start process 'prefab/terrain/ground' for 'MacOS'...
[12:47:03.877][INFO] Process 'prefab/terrain/ground' for 'MacOS' complete.
[12:47:03.877][INFO] Start process 'prefab/terrain/mountain' for 'MacOS'...
[12:47:03.882][INFO] Process 'prefab/terrain/mountain' for 'MacOS' complete.
[12:47:03.882][INFO] Start process 'prefab/terrain/water' for 'MacOS'...
[12:47:03.887][INFO] Process 'prefab/terrain/water' for 'MacOS' complete.
[12:47:03.887][INFO] Start process 'prefab/ui/createcharacter' for 'MacOS'...
[12:47:03.891][INFO] Process 'prefab/ui/createcharacter' for 'MacOS' complete.
[12:47:03.891][INFO] Start process 'prefab/ui/gameinfosettings' for 'MacOS'...
[12:47:03.894][INFO] Process 'prefab/ui/gameinfosettings' for 'MacOS' complete.
[12:47:03.894][INFO] Start process 'prefab/ui/loading' for 'MacOS'...
[12:47:03.897][INFO] Process 'prefab/ui/loading' for 'MacOS' complete.
[12:47:03.897][INFO] Start process 'prefab/ui/selectmode' for 'MacOS'...
[12:47:03.900][INFO] Process 'prefab/ui/selectmode' for 'MacOS' complete.
[12:47:03.900][INFO] Start process 'prefab/ui/startmenu' for 'MacOS'...
[12:47:03.904][INFO] Process 'prefab/ui/startmenu' for 'MacOS' complete.
[12:47:03.904][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_01' for 'MacOS'...
[12:47:03.916][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_01' for 'MacOS' complete.
[12:47:03.916][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_02' for 'MacOS'...
[12:47:03.926][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_02' for 'MacOS' complete.
[12:47:03.926][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_03' for 'MacOS'...
[12:47:03.938][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_03' for 'MacOS' complete.
[12:47:03.938][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_04' for 'MacOS'...
[12:47:03.949][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_brick_04' for 'MacOS' complete.
[12:47:03.949][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_sandstone_01' for 'MacOS'...
[12:47:03.960][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_sandstone_01' for 'MacOS' complete.
[12:47:03.960][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_snow_01' for 'MacOS'...
[12:47:03.968][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_snow_01' for 'MacOS' complete.
[12:47:03.968][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01' for 'MacOS'...
[12:47:03.979][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01' for 'MacOS' complete.
[12:47:03.979][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_02' for 'MacOS'...
[12:47:03.990][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_02' for 'MacOS' complete.
[12:47:03.990][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_03' for 'MacOS'...
[12:47:04.000][INFO] Process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_03' for 'MacOS' complete.
[12:47:04.000][INFO] Start process 'resources/goldenskullstudios/brick/iso_tile_brick_stone_01_04' for 'MacOS'...
