[13:34:06.480][INFO] Build Start Time: 2019-05-29 13:34:06.478
[13:34:06.481][INFO] Execute build event handler 'PreprocessAllPlatforms'...
[13:34:07.088][INFO] Start prepare AssetBundle collection...
[13:34:07.612][INFO] Prepare AssetBundle collection complete.
[13:34:07.612][INFO] Start analyze assets dependency...
[13:34:07.755][INFO] Analyze assets dependency complete.
[13:34:07.755][INFO] Start prepare build map...
[13:34:07.900][INFO] Prepare build map complete.
[13:34:07.900][INFO] Start build AssetBundles for selected platforms...
[13:34:07.901][INFO] Start build AssetBundles for 'MacOS'...
[13:34:07.901][INFO] Working path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Working/MacOS/'.
[13:34:07.901][INFO] Output package is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Package/1_0_87/MacOS/'.
[13:34:07.902][INFO] Output full is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Full/1_0_87/MacOS/'.
[13:34:07.902][INFO] Output packed is selected, path is '/Users/wvkmind/MyCode/ZeroDown/trunk/client/AssetBundles/Packed/1_0_87/MacOS/'.
[13:34:07.988][INFO] Execute build event handler 'PreprocessPlatform' for 'MacOS'...
[13:34:07.988][INFO] Unity start build AssetBundles for 'MacOS'...
[13:34:17.865][INFO] Unity build AssetBundles for 'MacOS' complete.
[13:34:17.865][INFO] Start process 'gamescript/localization/default' for 'MacOS'...
[13:34:17.881][INFO] Process 'gamescript/localization/default' for 'MacOS' complete.
[13:34:17.881][INFO] Start process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS'...
[13:34:17.885][INFO] Process 'gamescript/utilsscript/configdata/asset/normal_table_tabledata' for 'MacOS' complete.
[13:34:17.885][INFO] Start process 'prefab/characters/footsoldier' for 'MacOS'...
[13:34:17.909][INFO] Process 'prefab/characters/footsoldier' for 'MacOS' complete.
[13:34:17.909][INFO] Start process 'prefab/characters/footsoldierbase' for 'MacOS'...
[13:34:17.932][INFO] Process 'prefab/characters/footsoldierbase' for 'MacOS' complete.
[13:34:17.932][INFO] Start process 'prefab/characters/path' for 'MacOS'...
[13:34:17.936][INFO] Process 'prefab/characters/path' for 'MacOS' complete.
[13:34:17.936][INFO] Start process 'prefab/terrain/city' for 'MacOS'...
[13:34:17.942][INFO] Process 'prefab/terrain/city' for 'MacOS' complete.
[13:34:17.942][INFO] Start process 'prefab/terrain/ground' for 'MacOS'...
[13:34:17.948][INFO] Process 'prefab/terrain/ground' for 'MacOS' complete.
[13:34:17.948][INFO] Start process 'prefab/terrain/mountain' for 'MacOS'...
[13:34:17.952][INFO] Process 'prefab/terrain/mountain' for 'MacOS' complete.
[13:34:17.952][INFO] Start process 'prefab/terrain/water' for 'MacOS'...
[13:34:17.957][INFO] Process 'prefab/terrain/water' for 'MacOS' complete.
[13:34:17.957][INFO] Start process 'prefab/ui/createcharacter' for 'MacOS'...
[13:34:17.961][INFO] Process 'prefab/ui/createcharacter' for 'MacOS' complete.
[13:34:17.961][INFO] Start process 'prefab/ui/gameinfosettings' for 'MacOS'...
[13:34:17.965][INFO] Process 'prefab/ui/gameinfosettings' for 'MacOS' complete.
[13:34:17.965][INFO] Start process 'prefab/ui/loading' for 'MacOS'...
